TR37,TR7,TR2,TR100,TR101,TR200
26.41394806,33.98210144,36.47769165,172.5281372,31.55432129,150.8544769
26.44107246,34.51104736,36.43700409,177.9940186,32.17821503,151.2478027
26.49532318,35.70460129,36.51837921,182.7139587,32.99199677,151.6275635
26.59026337,36.26068115,36.6133194,184.5042572,33.42601776,152.0615845
26.61739349,36.55906677,36.70825958,185.589325,33.84647369,152.3328247
26.60382843,36.85745239,36.99308777,186.4166565,34.14485168,152.8075562
26.63095093,37.06089783,36.95240021,186.9049377,34.4432373,153.0652466
26.72588921,37.50847626,37.10159302,187.2846985,34.60599518,153.0652466
26.7937088,37.46778107,37.37284088,183.2700348,34.41610718,152.4142151
26.82083893,37.07446289,37.27790833,174.4676666,33.35820007,152.387085
26.72588921,36.73538971,37.34572983,172.3789673,33.1683197,152.6176758
26.7665863,36.3420639,37.1965332,169.6256561,32.72074127,152.6990356
26.72588921,35.81310272,37.12871552,167.5640869,32.36810303,152.9567261
26.88865089,35.37908173,37.06089783,166.8317261,32.17821503,153.0516968
27.02428436,35.27058411,37.10159302,168.0523529,32.01545715,152.6176758
27.2548542,35.2027626,36.99308777,174.5625763,32.42234802,152.1700745
27.34979248,35.39264679,37.07446289,179.8250427,32.99199677,152.3328247
27.43117523,36.12505722,37.18296814,183.2565002,33.56164551,152.6448059
27.34979248,36.73538971,37.18296814,185.277359,34.11772537,152.9431763
27.36335754,37.08802795,37.38640213,185.9690552,34.32116699,153.1873169
27.45829773,37.52203751,37.50847626,186.9049377,34.6873703,153.2958374
27.41761017,37.87467194,37.63053894,187.5559387,34.98575592,153.6213226
27.44473267,38.09168243,37.888237,188.0713196,35.27058411,153.9468384
27.36335754,38.29512787,37.94249344,188.3426056,35.5147171,154.0960236
27.28198242,38.67489624,38.03742981,188.5867462,35.69103241,154.3808594
27.13278198,38.7155838,38.22731018,188.7766266,35.82666779,154.5707245
27.13278198,38.87834167,38.32225418,188.8986816,35.90804291,154.6385651
27.0107193,38.64776611,38.45788574,187.2168732,35.89447784,153.7976379
26.84795952,38.39006805,38.52570343,180.7744446,35.09426117,153.4992676
26.82083893,38.07811737,38.24087524,175.5662537,34.26691437,153.2958374
26.92933655,37.11514664,38.07811737,172.0941467,33.7108345,153.2958374
27.0378418,36.54551315,37.56272125,170.8192139,33.42601776,153.6077576
27.14634514,36.31493378,37.38640213,168.8796997,32.99199677,153.6620026
27.33622742,35.7588501,37.53559875,167.631897,32.68004608,153.7705231
27.49897766,35.47402954,37.27790833,166.6689453,32.49016571,153.8790131
27.55323029,35.35195923,37.16940308,166.0179138,32.38166046,153.9332733
27.59391785,35.2027626,37.18296814,165.5974426,32.27315521,154.0146637
27.71598816,34.95863724,37.23722076,165.299057,32.27315521,154.0688934
27.78380585,35.04000854,37.18296814,164.8243561,32.25959778,154.0553589
27.74311066,34.95863724,37.34572983,164.5124207,32.17821503,154.0282135
27.78380585,34.95863724,37.31859589,164.3496399,32.19178009,154.0688934
27.71598816,34.86369324,37.37284088,164.0648193,32.20534515,154.0960236
27.6753006,34.85012817,37.31859589,163.834259,32.19178009,154.1773987
27.66173553,35.04000854,37.49491119,163.7393188,32.19178009,154.1638641
27.56679535,35.02644348,37.38640213,163.5087585,32.15109253,154.2588043
27.15991211,34.9315033,37.48134613,163.2103729,32.11040497,154.3537445
27.0107193,34.72805786,37.41352844,163.0611725,32.02902222,154.3130341
26.91577911,34.72805786,37.30503464,162.9255371,32.02902222,154.3401642
26.94290161,34.59243011,37.39997101,162.7356567,31.89339447,154.2723541
26.90221405,34.40254974,37.26434326,162.7492218,31.82557678,154.3266144
26.86152649,34.4432373,37.12871552,162.7763672,31.77132416,154.2723541
26.83439827,34.40254974,37.12871552,162.6813965,31.68995094,154.2588043
26.82083893,34.30759811,36.95240021,162.6000214,31.60856819,154.190979
26.94290161,34.09059906,36.81676483,162.3966064,31.60856819,154.0960236
27.02428436,34.022789,36.91170502,162.2338409,31.52718925,154.0688934
27.02428436,34.07703018,36.89814758,162.1660004,31.5136261,154.0553589
26.98359299,34.00244522,36.79642105,162.1456757,31.54753876,154.0010986
26.86152649,33.92784882,36.70825958,161.9354553,31.44581604,153.9061432
26.7937088,34.022789,36.8303299,161.921875,31.44581604,153.7705231
26.7665863,33.9956665,36.91170502,161.8676147,31.39156342,153.7840729
26.75301933,33.96853638,36.73538971,161.8269348,31.39156342,153.634903
26.71232986,33.80578232,36.76929474,161.813385,31.2898407,153.6823578
26.73945618,33.79222107,36.59976578,161.8269348,31.29662132,153.6620026
26.72588921,33.81934357,36.55906677,161.745575,31.20167351,153.634903
26.78014183,33.88716507,36.6133194,161.6913147,31.20167351,153.5806427
26.78014183,33.87359619,36.54551315,161.6777344,31.20167351,153.6077576
26.86152649,33.87359619,36.55906677,161.5285645,31.16098785,153.634903
26.90221405,33.77865601,36.46412659,161.3115387,31.17455292,153.634903
27.02428436,33.84647369,36.46412659,161.2572937,31.13386536,153.6213226
27.05140686,33.87359619,36.5861969,161.2165985,31.16098785,153.6077576
27.06497192,33.86003113,36.64044952,161.0674133,31.17455292,153.5806427
26.99715424,33.79222107,36.57263184,161.1080933,31.13386536,153.594223
27.0107193,33.73796844,36.59976578,161.0402832,31.14742279,153.5128174
26.91577911,33.79222107,36.70825958,161.0538177,31.17455292,153.4992676
26.87508392,33.79222107,36.81676483,161.0402832,31.16098785,153.4857025
26.78014183,33.81934357,36.66757202,161.0945435,31.16098785,153.5128174
26.69198608,33.81256104,36.68113708,161.1623383,31.11351776,153.3975372
26.68520355,33.87359619,36.68113708,161.1080933,31.07961273,153.3093872
26.65808105,33.8057785,36.5861969,161.0267029,30.97110748,153.2958374
26.65808105,33.75152588,36.57263184,160.945343,30.98467445,153.2687073
26.63095093,33.76509094,36.55906677,160.8639832,30.91685677,153.1737366
26.6987648,33.71762085,36.48447418,160.8639832,30.84903717,153.0720367
26.73945618,33.64302826,36.35562134,160.8232727,30.84903717,153.0381012
26.82083893,33.57521057,36.23355865,160.8232727,30.88973236,153.0110016
26.90221405,33.58877563,36.27424622,160.9046631,30.84903717,152.9431763
26.94290161,33.60233307,36.30136871,161.921875,30.87616539,152.4820251
26.82083893,33.87359619,36.45056534,165.1634216,31.03892517,150.8137817
26.83439827,34.38898468,36.55906677,175.3628235,31.97476768,150.9223022
26.71233368,35.16207886,36.64044952,177.7498932,32.27315521,151.3020325
26.78014183,35.59609222,36.69470215,181.0457001,32.85636902,151.7360382
26.67163849,36.28781128,36.91170502,183.9889069,33.53452301,152.1022644
26.72588921,36.78963852,36.99308777,185.101059,33.94141769,152.4684753
26.78014183,37.2236557,37.06089783,185.5486145,34.04991913,152.7804413
26.80727386,37.42709351,37.2236557,186.4709167,34.4432373,152.9974213
26.69876862,37.75260925,37.30503464,186.7964325,34.64668274,153.214447
26.68520355,37.86111069,37.56272125,187.1490784,34.85012817,153.3907623
26.61739349,37.99674225,37.50847626,187.2440033,34.89081573,153.7298431
26.72588921,37.86111069,37.46778107,186.8778076,34.97219086,153.6484528
26.92933655,38.01030731,37.56272125,181.0999603,34.42967224,152.8075562
27.10565948,37.39997101,37.53559875,175.3492432,33.69728088,152.5634155
27.06497192,37.04734039,37.48134613,171.5244751,33.12763214,152.7939758
27.06497192,36.53194427,37.58985138,170.1275177,32.96487427,152.9703064
27.07853889,36.13861465,37.50847626,167.2114563,32.44947815,153.2008667
27.0378418,35.56896973,37.56272125,165.9636536,32.19178009,153.322937
27.15991211,35.21633148,37.41352844,165.2448273,32.01545715,153.3771973
27.20059776,35.13494873,37.23722076,165.0278168,31.86626434,153.4178772
27.29553986,34.72805786,37.38640213,164.4988403,31.86626434,153.3907623
27.45829773,34.75518799,37.39997101,164.0783997,31.7306385,153.4721222
27.44473267,34.59243011,37.23722076,163.6308136,31.79845428,153.4857025
27.41761017,34.64668274,37.00665283,163.5222931,31.71707153,153.4178772
27.49897766,34.51104736,36.99308777,163.1289825,31.71707153,153.4992676
27.51254463,34.59243011,37.10159302,163.0883026,31.68995094,153.4721222
27.48541451,34.6602478,37.04734039,162.6678619,31.67638397,153.4992676
27.34979248,34.51104736,37.21009445,162.5457764,31.68995094,153.4992676
27.29553986,34.40254974,37.12871552,162.3830261,31.66282082,153.4314423
27.11922455,34.41610718,37.12871552,162.2745209,31.60856819,153.4857025
26.97003174,34.41610718,37.07446289,162.1388855,31.60856819,153.5670776
26.88186646,34.36863708,36.97952271,161.7862396,31.53397369,153.4789124
26.90221405,34.2533493,36.96595764,161.745575,31.44581604,153.4992676
26.88865089,34.23979187,36.84389496,161.7319794,31.37799835,153.5128174
26.88865089,34.2533493,36.81676483,161.6777344,31.3373127,153.5128174
26.78014183,34.07703018,36.73538971,161.6235046,31.28306007,153.5399475
26.78014183,33.96853638,36.8303299,161.6641846,31.20167351,153.6077576
26.82083893,34.07703018,36.64044952,161.6370544,31.24237061,153.5806427
26.82083893,33.91428375,36.5861969,161.6641846,31.13386536,153.634903
27.0378418,33.75152588,36.68113708,161.6506042,31.13386536,153.634903
27.0378418,33.81934357,36.72182465,161.5828247,31.16098785,153.702713
27.06497192,33.8057785,36.8032074,161.5692444,31.16098785,153.7162628
27.07853889,34.03635788,36.77607727,161.5014343,31.12030029,153.7298431
27.06497192,34.04991913,36.68113708,161.3115387,31.13386536,153.7162628
27.02428436,33.96853638,36.74895477,161.1894531,31.16098785,153.7433929
26.94290161,33.9007225,36.69470215,161.0945435,31.10673332,153.7433929
26.86152649,33.96853638,36.88458252,161.1759186,31.07961273,153.7976379
26.80727386,33.96853638,36.88458252,161.3115387,31.06604767,153.7705231
26.69876862,33.88716507,36.81676483,161.2030334,31.10673332,153.8383179
26.63095093,33.96853638,36.85745239,161.1759186,30.97110748,153.8247833
26.69876862,33.88716507,36.69470215,161.1352234,30.98467445,153.7976379
26.71233368,33.83290863,36.68113708,161.2030334,30.99822998,153.9332733
26.72588921,33.77865601,36.62688446,161.1080933,30.95754242,153.9197235
26.75301933,33.83290863,36.68113708,161.0538177,30.91685677,153.8925934
26.73945618,33.75152588,36.62688446,160.9724731,30.94397736,153.8247833
26.73945618,33.75152588,36.72182465,160.945343,30.90328979,153.8383179
26.86152649,33.84647369,36.8303299,160.9588928,30.84903717,153.811203
26.80727386,33.86003113,36.68113708,160.9588928,30.93041801,153.5806427
26.98358917,33.77865601,36.73538971,161.0674133,30.94397736,153.5263824
26.91577911,33.77865601,36.57263184,161.0402832,30.93041801,153.5128174
26.82083893,33.8057785,36.70825958,160.877533,30.90328979,153.4857025
26.70555115,33.8261261,36.72860718,160.877533,30.92363739,153.4043274
26.64451599,33.88716507,36.77607727,160.877533,30.90328979,153.3093872
26.67842484,33.79899979,36.5861969,160.7690277,30.87616348,153.2822723
26.65808105,33.75152588,36.43700409,160.5655975,30.84903717,153.255127
26.64451599,33.76509094,36.49125671,160.5655975,30.84903717,153.214447
26.65808105,33.75152588,36.53194427,160.5791473,30.84903717,153.2687073
26.80727386,33.69728088,36.39631653,160.5927124,30.83547974,153.2415619
26.73945618,33.67015076,36.3420639,160.5791473,30.7812252,153.1737366
26.63095093,33.64302826,36.23355865,160.5520172,30.82191467,153.2279968
26.69876862,33.64302826,36.24711609,160.5248871,30.75410461,153.1873169
26.68520355,33.77865601,36.1521759,160.5927124,30.79478645,153.2008667
26.83439827,33.48027039,36.21999359,160.5655975,30.75410461,153.1737366
26.80727386,33.57521057,36.26068115,160.6198578,30.7812252,153.1873169
26.78014183,33.57521057,36.28781128,160.6741028,30.76766968,153.1737366
26.63095093,33.67015076,36.32849884,160.5927124,30.74054718,153.160202
26.54957581,33.83290863,36.36918259,160.5927124,30.7812252,153.1873169
26.49532318,33.61589813,36.26068115,160.5791473,30.8083477,153.1737366
26.34613037,33.6294632,36.27424622,160.5384674,30.74054718,153.1873169
26.37325287,33.57521057,36.38275146,160.5384674,30.69985199,153.1737366
26.27831268,33.64302826,36.46412659,160.6198578,30.71341705,153.2008667
26.25119019,33.48027039,36.24711609,160.6062775,30.65916634,153.2415619
26.22406006,33.37176514,36.28781128,160.5384674,30.63204193,153.1466217
26.22406006,33.34463501,36.21999359,160.5248871,30.5777874,153.0652466
26.22406006,33.37176514,36.09792328,160.5113373,30.53710175,153.0788269
26.21049309,33.3853302,36.11148834,160.5248871,30.48284912,153.0923615
26.29187775,33.31751251,36.21999359,160.4842072,30.49640656,153.1059418
26.38681793,33.22257233,36.20642853,160.5791473,30.44215393,153.1059418
26.44107246,33.1683197,36.20642853,160.5655975,30.45571709,153.0652466
26.40038109,33.26325989,36.13861465,160.5384674,30.48284912,153.0788269
26.31900024,33.22257233,36.13861465,160.5248871,30.4285965,153.0652466
26.34613037,33.33107758,36.13861465,160.5791473,30.41503143,153.0923615
26.25119019,33.42601776,36.04367065,160.5113373,30.44215393,153.1330566
26.21049309,33.31751251,36.03011322,160.6062775,30.40146637,153.0245667
26.30544281,33.27682495,36.12505722,160.5927124,30.34721375,152.8889465
26.27831268,33.29039001,36.12505722,160.5655975,30.33365822,152.8482208
26.45463371,33.22257233,36.12505722,160.7012177,30.33365822,152.8075562
26.48175812,33.14118958,36.07080078,160.7418976,30.32009125,152.766861
26.37325287,33.20900726,36.04367065,160.8504181,30.32009125,152.7397156
26.30544281,33.29039001,36.11148834,160.7961426,30.30652618,152.6719208
26.21049309,33.1683197,36.13861465,160.7418976,30.33365822,152.6312256
26.21049309,33.15475464,36.17930984,160.6469574,30.34721375,152.6448059
26.19693756,33.12763214,36.00298309,160.6469574,30.34721375,152.6176758
26.19693756,33.12763214,35.98942184,160.6334076,30.33365822,152.6448059
26.1833725,33.03269196,36.07080078,160.7012177,30.26584053,152.6583405
26.12911987,33.03269196,36.07080078,160.7418976,30.27940178,152.5498352
26.14268684,33.08693695,35.9758606,160.6605225,30.2387104,152.5362854
26.04774475,33.33107758,35.88092041,160.6605225,30.22514915,152.5769653
25.89855194,33.11406708,35.94872665,160.7554779,30.11664581,152.5634155
25.81039047,33.08015823,35.86057281,160.7554474,30.12681961,152.4820404
25.81039047,32.99878311,35.8334465,160.8266754,30.02509499,152.5566406
25.84429932,32.81568146,35.7588501,160.8639832,29.98101044,152.5634155
25.84429932,32.88349152,35.69103241,160.8232727,29.98101044,152.5769653
25.88498688,33.01912689,35.63677979,160.8504181,29.92676353,152.5769653
25.85785675,32.85636902,35.58252716,160.7283325,29.89963531,152.6448059
25.84429932,32.93774414,35.62321854,160.7825928,29.91320229,152.6176758
25.7900486,32.92418671,35.65034485,160.7690125,29.92676353,152.5769653
25.74935913,32.84280396,35.63677979,160.6605225,29.88607025,152.5498352
25.87142181,32.84280396,35.7317276,160.6876373,29.87251282,152.6312256
25.95280457,32.92418671,35.7588501,160.7418976,29.8453846,152.6312256
25.88498688,32.81568146,35.56896973,160.7690125,29.79113197,152.7397156
25.87142181,32.72074127,35.50115204,160.8639832,29.81826019,152.7261658
25.76291656,32.8699379,35.48758698,160.8232727,29.8453846,152.7261658
25.85785675,32.85636902,35.60965729,160.7283325,29.8453846,152.7397156
25.84429932,32.91062164,35.58252716,160.7690125,29.8453846,152.712616
25.84429932,32.8699379,35.7317276,160.7825928,29.81826019,152.7939758
25.84429932,32.85636902,35.77241516,160.877533,29.79113197,152.7804413
25.88498688,32.7749939,35.7317276,161.0402832,29.8453846,152.7532959
25.966362,32.76142883,35.60965729,160.931778,29.7504425,152.766861
25.92567444,32.76142883,35.59609222,160.877533,29.76400757,152.7261658
25.87142181,32.88349152,35.63677979,160.945343,29.76400757,152.6719208
25.84429932,32.8699379,35.7588501,161.0402832,29.73687553,152.766861
25.77648163,32.73429871,35.69103241,161.0674133,29.76400757,152.7397156
25.80360413,32.85636902,35.69103241,160.9588928,29.7504425,152.6312256
25.87142181,32.7749939,35.59609222,161.0267029,29.7504425,152.6312256
25.99349213,32.7749939,35.63677979,161.1080933,29.7504425,152.6040955
26.11555672,32.7749939,35.67747498,161.0538177,29.7504425,152.6312256
26.11555672,32.68004608,35.67747498,161.0945435,29.73687553,152.7261658
26.07486725,32.76142883,35.58252716,161.0809784,29.73687553,152.6990356
26.03417778,32.88349152,35.67747498,161.1216583,29.81826019,152.6990356
25.91210747,32.93774414,35.7859726,161.0131531,29.76400757,152.7397156
25.93245697,32.89706421,35.87413406,160.8843079,29.7979126,152.7397308
25.89855194,32.96487427,35.85379028,160.9046631,29.87251282,152.7804413
25.92567444,32.76142883,35.88092041,160.891098,29.7504425,152.766861
25.92567444,32.85636902,35.88092041,160.8232727,29.77756691,152.7939758
26.00704956,32.78855133,35.93517303,160.8504181,29.76400757,152.9024811
26.07486725,32.78855133,35.88092041,160.9046631,29.76400757,153.1330566
26.03417778,33.01912689,35.81310272,160.9046631,29.80469322,153.1737366
25.97992516,32.99199677,35.90804291,160.836853,29.76400757,153.3365021
26.03417778,33.01912689,35.86735535,160.7825928,29.77756691,153.322937
26.06130219,33.07337952,35.86735535,160.8232727,29.80469322,153.4450073
26.02061653,33.00556183,35.85379028,160.836853,29.76400757,153.5399475
25.97992516,32.91062164,35.92160797,160.8504181,29.76400757,153.5399475
25.95280457,32.88349152,35.92160797,160.8639832,29.77756691,153.5806427
25.87142181,32.82924271,35.91482544,160.8843079,29.75722504,153.6009827
25.85334015,32.81567764,35.98942184,160.891098,29.74365997,153.5196075
25.84429932,32.99199677,35.98942184,160.945343,29.73687553,153.5399475
25.84429932,32.89705658,35.94872665,160.877533,29.7504425,153.4585724
25.7900486,32.8699379,35.84022522,160.7690125,29.7504425,153.4178772
25.76291656,32.93774414,35.77241516,160.8097382,29.68262482,153.1873169
25.81716919,32.78855133,35.69103241,160.7825928,29.65550232,153.1195068
25.77648163,32.85636902,35.79953766,160.877533,29.66906738,152.9838562
25.81716919,32.78855133,35.88092041,160.9046631,29.65550232,152.9431763
25.966362,32.69361115,35.84022522,160.7961426,29.65550232,152.8482208
25.99349213,32.93774414,35.77241516,160.8097382,29.62837219,152.7397156
26.16980743,32.89027405,35.78597641,160.7486877,29.6758461,152.7329407
26.15625,32.88349152,35.67747498,160.5927124,29.64193726,152.6719208
26.16980743,32.93774414,35.69103241,160.5791473,29.73687553,152.712616
26.16980743,32.93774414,35.85379028,160.5927124,29.76400757,152.6854858
26.07486725,32.93774414,35.7859726,160.5791473,29.76400757,152.6312256
25.95280457,33.08693695,35.7859726,160.5791473,29.7504425,152.6312256
25.97992516,33.01912689,35.69103241,160.5384674,29.7504425,152.7397156
25.74935913,33.03269196,35.69103241,160.5113373,29.76400757,152.7397156
25.77648163,32.99199677,35.7317276,160.5248871,29.73687553,152.7261658
25.84429932,32.99199677,35.71816254,160.5655975,29.65550232,152.6990356
25.94602203,33.0733757,35.74528503,160.4390106,29.66454506,152.7442474
26.03417778,32.88349152,35.55540466,160.4299622,29.66906738,152.7397156
26.12233734,32.89027405,35.67069244,160.4367371,29.70297241,152.746521
26.22406006,32.91062164,35.69103241,160.5927124,29.7504425,152.8075562
26.3325634,32.97843933,35.71816254,160.5791473,29.72332001,152.7532959
26.3325634,32.96487427,35.69103241,160.6876373,29.76400757,152.7397156
26.27831268,32.84280396,35.71816254,160.7012177,29.83181763,152.6448059
26.29187775,33.10050201,35.81310272,160.6062775,29.8453846,152.6176758
26.29187775,33.14118958,35.96229553,160.5384674,29.81826019,152.6312256
26.19693756,32.93774414,35.86735535,160.5113373,29.89963531,152.6040955
26.11555672,33.20900726,35.88092041,160.5791473,29.89963531,152.6040955
26.02061653,33.12763214,35.88092041,160.5791473,29.88607025,152.6312256
26.00704956,33.01912689,35.7859726,160.5248871,29.91320229,152.6176758
25.9392395,33.01912689,35.88092041,160.457077,29.89963531,152.5905457
25.92567444,33.03269196,35.84022522,160.4299622,29.91320229,152.5905457
26.03417778,33.01912689,35.90804291,160.4299622,29.94032478,152.5634155
25.97992516,33.04624939,35.92160797,160.4435272,29.91320229,152.6448059
25.95280457,33.00556183,35.84022522,160.3621216,29.88607025,152.5769653
25.94828033,32.97843552,35.85379028,160.2671967,29.90415573,152.5769653
25.92567444,32.84280396,35.79953766,160.3214569,29.88607025,152.6176758
26.02061653,32.82246399,35.71816254,160.511322,29.89963531,152.6787109
26.02061653,32.9513092,35.69103241,160.4299622,29.88607025,152.6448059
25.9392395,32.92418671,35.67747498,160.4435272,29.88607025,152.7397156
25.95280457,33.01912689,35.7317276,160.3078766,29.91320229,152.7261658
25.84429932,33.01912689,35.71816254,160.1858215,29.89963531,152.7397156
25.7900486,32.99199677,35.7859726,160.1722412,29.91320229,152.7397156
25.73579407,32.91062164,35.6639061,160.2807465,29.87251282,152.7397156
25.7900486,32.91062164,35.60965729,160.3078766,29.85894585,152.6583405
25.84429932,32.9513092,35.55540466,160.4163818,29.81826019,152.6854858
25.85785675,32.8699379,35.58252716,160.4163818,29.83181763,152.6312256
25.87142181,32.76142883,35.56896973,160.4299622,29.83181763,152.7804413
25.95280457,32.85636902,35.5418396,160.4163818,29.77756691,152.6990356
26.04774475,32.57154846,35.5418396,160.4028473,29.7504425,152.6448059
26.06130219,32.76142883,35.60965729,160.4163818,29.72332001,152.6448059
26.1833725,32.85636902,35.63677979,160.4163818,29.80469322,152.6312256
26.29187775,32.9513092,35.63677979,160.5113373,29.83181763,152.5905457
26.34613037,33.01912689,35.74528503,160.5248871,29.83181763,152.5091553
26.53601265,32.97843933,35.85379028,160.497757,29.87251282,152.5227203
26.56314278,33.00556183,35.79953766,161.9082947,29.91320229,151.8852539
26.46819305,33.3853302,35.93517303,169.2187653,30.44215393,150.1627808
26.27831268,34.10415649,36.20642853,175.4712982,31.12030029,150.3119659
26.16980743,34.89081573,36.31493378,179.458847,31.74420166,150.7459869
26.06130219,35.33839417,36.50481415,182.0629425,32.27315521,151.2884979
26.12911987,35.7317276,36.27424622,181.4254608,32.66648865,151.6275635
26.04774475,36.05723572,36.35562134,175.6069641,32.24603271,151.4105377
26.07486725,35.77241516,36.16574097,173.0435638,32.00189972,151.7225037
26.04774475,35.41977692,36.20642853,169.0424652,31.5136261,152.0073242
26.21049309,35.09426117,36.26068115,166.5604248,31.17455292,152.2107849
26.16980743,34.59243011,36.3420639,165.0956421,30.93041801,152.4142151
26.25119019,34.38898468,36.35562134,164.0648193,30.72698212,152.5362854
26.29866028,34.08382034,36.28102875,163.4612732,30.60491562,152.6651306
26.30544281,33.92784882,36.28781128,162.9797821,30.53710175,152.766861
26.3325634,33.81934357,36.35562134,162.6271667,30.46928406,152.7939758
26.38681793,33.65658569,36.23355865,162.4237213,30.49640656,152.7939758
26.48175812,33.56164551,36.24711609,162.2338409,30.41503143,152.7397156
26.53601265,33.56164551,36.28781128,161.9082947,30.4285965,152.8753662
26.68520355,33.65658569,36.1521759,161.8269348,30.4285965,152.8346863
26.82083893,33.73796844,36.19286346,161.6641846,30.40146637,152.8482208
26.69876862,33.64302826,36.45056534,161.6099243,30.41503143,152.8482208
26.71233368,33.6294632,36.54551315,161.4200439,30.38791084,152.8482208
26.63095093,33.64302826,36.57263184,161.2979736,30.48284912,152.8482208
26.54957581,33.52095795,36.3420639,161.2436981,30.45571709,152.8075562
26.52244568,33.43958282,36.46412659,161.2708435,30.49640656,152.8346863
26.42750549,33.57521057,36.43700409,161.1216583,30.48284912,152.8482208
26.3325634,33.54808044,36.49125671,161.0945435,30.52353668,152.7939758
26.3529129,33.47348785,36.38953018,161.1080933,30.48284531,152.8685913
26.50889015,33.50739288,36.30136871,161.0402832,30.40146637,152.8346863
26.61739349,33.57521057,36.3420639,161.0131531,30.41503143,152.8482208
26.64451599,33.57521057,36.3420639,161.0674133,30.40146637,152.8618164
26.52244949,33.56842804,36.31493378,161.1080933,30.41503143,152.8414612
26.40038109,33.50739288,36.28781128,161.0267029,30.45571709,152.9431763
26.26474762,33.46670532,36.43700409,160.9588928,30.48284912,152.9567261
26.29187775,33.49383545,36.51837921,160.9724731,30.49640656,152.9160614
26.27831268,33.31751251,36.43700409,161.0538177,30.4285965,152.8618164
26.22406006,33.33107758,36.31493378,161.0402832,30.40146637,152.9567261
26.21049309,33.43958282,36.36918259,160.9995728,30.37434387,152.9838562
26.27831268,33.23613739,36.17930984,160.945343,30.34721375,153.0245667
26.30544281,33.33107758,36.16574097,160.8639832,30.33365822,153.0923615
26.29187775,33.24969482,36.17930984,160.7554779,30.36078072,153.1330566
26.30544281,33.27682495,36.17930984,160.5791473,30.32009125,153.214447
26.48175812,33.3853302,36.11148834,160.5927124,30.33365822,153.2687073
26.49532318,33.31751251,36.09792328,160.5384674,30.33365822,153.2279968
26.50889015,33.1954422,36.12505722,160.5927124,30.33365822,153.2415619
26.26474762,33.43958282,36.11148834,160.6605225,30.32009125,153.2687073
26.16980743,33.37176514,36.17930984,160.5655975,30.36078072,153.322937
26.08843422,33.37176514,36.30136871,160.4435272,30.36078072,153.255127
26.03417778,33.22257233,36.47769165,160.4163818,30.30652618,153.1873169
25.92567444,33.29039001,36.23355865,160.457077,30.2387104,153.2008667
25.966362,33.24969482,36.21999359,160.5248871,30.2387104,153.1873169
26.08843422,33.37176514,36.30136871,160.4435272,30.36078072,153.255127
26.03417778,33.22257233,36.47769165,160.4163818,30.30652618,153.1873169
25.92567444,33.29039001,36.23355865,160.457077,30.2387104,153.2008667
25.966362,33.24969482,36.21999359,160.5248871,30.2387104,153.1873169
